Security Code,Security Name,Name of Person,Category of person,Type of Securities held Prior to acquisition/Disposed),Number of Securities held Prior to acquisition/Disposed,%   of  Securities held Prior to acquisition/Disposed,Type of Securities Acquired/Disposed/Pledge etc.,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Type of Securities held Post  acquisition/Disposed/Pledge  etc,Number of Securities held Post  acquisition/Disposed/Pledge etc,Post-Transaction % of Shareholding,Date of acquisition of shares/sale of shares/Date of Allotment(From date),Date of acquisition of shares/sale of shares/Date of Allotment( To date  ),Date of Intimation to Company,Mode of Acquisition,Trading in Derivative - Type of Contract,Derivative Contract  Specification,Derivatives - Buy Value (Notional),Derivatives - Buy-Number of Units(Contracts*lot size),Derivatives - Sales Value (Notional),Derivatives - Sales-Number of Units(Contracts * lot size),Exchange on which the Trade was executed,Reported to Exchange
530367,NRB Bearings Ltd,Trilochan Singh Sahney Trust 1,Promoter,Equity Shares,6785123,7,Equity Shares,1500362,495164471,Disposal,Equity,5284761,5,11 May 2026,11 May 2026,12 May 2026,Market Sale,,,,,,,BSE,12 May 2026
532281,HCL Technologies Ltd,Baskaran Subramaniam,Designated Person,Equity Shares,63814,0,Equity Shares,7534,8958094,Disposal,Equity,56280,0,08 May 2026,08 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
532281,HCL Technologies Ltd,Baskaran Subramaniam,Designated Person,Equity Shares,73814,0,Equity Shares,10000,11829552,Disposal,Equity,63814,0,07 May 2026,07 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
532281,HCL Technologies Ltd,RISHI KUMAR,Designated Person,Equity Shares,2428,0,Equity Shares,1000,1200000,Disposal,Equity,1428,0,06 May 2026,06 May 2026,08 May 2026,Market Sale,,,,,,,NSE,12 May 2026
532281,HCL Technologies Ltd,Vama Sundari Investments Delhi  Private Limited,Promoter,Equity Shares,1200090682,44,Equity Shares,52000,61531798,Acquisition,Equity,1200142682,44,07 May 2026,07 May 2026,11 May 2026,Market Purchase,,,,,,,NSE,12 May 2026
532281,HCL Technologies Ltd,Meghna Mohta,Immediate Relative,Equity Shares,0,0,Equity Shares,16366,19639200,Acquisition,Equity,16366,0,08 May 2026,08 May 2026,12 May 2026,Gift,,,,,,,NA,12 May 2026
532281,HCL Technologies Ltd,Rahul Mohta,Designated Person,Equity Shares,16366,0,Equity Shares,16366,19639200,Disposal,Equity,0,0,08 May 2026,08 May 2026,12 May 2026,Gift,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,Umesh Gopal Ahuja,Designated Person,Equity Shares,84000,0,Equity Shares,13600,59821181,Invoke,Equity,70400,0,07 May 2026,07 May 2026,08 May 2026,Invocation of pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,Bhaskaran N,Director,Equity Shares,764079,0,Equity Shares,7079,31439168,Disposal,Equity,757000,0,06 May 2026,08 May 2026,08 May 2026,Market Sale,,,,,,,NSE,12 May 2026
540376,Avenue Supermarts Ltd,Umesh Gopal Ahuja,Designated Person,Equity Shares,84000,0,Equity Shares,33600,147386400,Pledge,Equity,84000,0,06 May 2026,06 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,Pankaj Lochan Pradhan,Designated Person,Equity Shares,27880,0,Equity Shares,5880,25783800,Pledge,Equity,27880,0,07 May 2026,07 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,Rupesh Manik Khair,Designated Person,Equity Shares,3490,0,Equity Shares,75,331875,Disposal,Equity,3415,0,11 May 2026,11 May 2026,12 May 2026,Market Sale,,,,,,,NSE,12 May 2026
540376,Avenue Supermarts Ltd,Dastgir Shaikh,Designated Person,Equity Shares,277800,0,Equity Shares,20800,90230400,Pledge,Equity,277800,0,07 May 2026,07 May 2026,09 May 2026,Creation Of Pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,Mangesh Narayan Ghorpade,Designated Person,Equity Shares,1350,0,Equity Shares,1350,5925690,Revoke,Equity,1350,0,11 May 2026,11 May 2026,12 May 2026,Revocation Of Pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,Mangesh Narayan Ghorpade,Designated Person,Equity Shares,2350,0,Equity Shares,1000,4415000,Invoke,Equity,1350,0,08 May 2026,08 May 2026,12 May 2026,Invocation of pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,K S Balaji,Designated Person,Equity Shares,79200,0,Equity Shares,41000,179826000,Revoke,Equity,79200,0,11 May 2026,11 May 2026,12 May 2026,Revocation Of Pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,Sandeep Dhembare,Designated Person,Equity Shares,38075,0,Equity Shares,354,1566450,Invoke,Equity,37721,0,08 May 2026,08 May 2026,11 May 2026,Invocation of pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,Sandeep Dhembare,Designated Person,Equity Shares,38075,0,Equity Shares,5625,24671250,Pledge,Equity,38075,0,07 May 2026,07 May 2026,11 May 2026,Creation Of Pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,Satyaraj Sudhakaran,Designated Person,Equity Shares,11202,0,Equity Shares,7200,31708800,Pledge,Equity,11202,0,08 May 2026,08 May 2026,11 May 2026,Creation Of Pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,K S Balaji,Designated Person,Equity Shares,92900,0,Equity Shares,13700,60554685,Invoke,Equity,79200,0,08 May 2026,08 May 2026,11 May 2026,Invocation of pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,Hitesh Bachubhai Shah,Designated Person,Equity Shares,467200,0,Equity Shares,200,881617,Disposal,Equity,467000,0,11 May 2026,11 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
540376,Avenue Supermarts Ltd,Hitesh Bachubhai Shah,Designated Person,Equity Shares,467200,0,Equity Shares,48000,210528000,Pledge,Equity,467200,0,11 May 2026,11 May 2026,11 May 2026,Creation Of Pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,Hitesh Bachubhai Shah,Designated Person,Equity Shares,467500,0,Equity Shares,300,1322740,Disposal,Equity,467200,0,08 May 2026,08 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
540376,Avenue Supermarts Ltd,Harish Parmanand Joshi,Designated Person,Equity Shares,19955,0,Equity Shares,11025,48862800,Pledge,Equity,19955,0,06 May 2026,06 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,12 May 2026
540376,Avenue Supermarts Ltd,Sudipta Chatterjee,Designated Person,Equity Shares,124475,0,Equity Shares,62400,276556800,Pledge,Equity,124475,0,06 May 2026,06 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,12 May 2026
543920,CFF Fluid Control Ltd,Hitesh Birla,KMP,Equity Shares,52600,0,Equity Shares,5400,3922938,Acquisition,Equity,58000,0,12 May 2026,12 May 2026,12 May 2026,Market Purchase,,,,,,,BSE,12 May 2026
539524,Dr. Lal PathLabs Ltd,Satish Kumar Singh,Designated Person,Equity Shares,1560,0,Equity Shares,1000,1639300,Disposal,Equity,560,0,08 May 2026,08 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
539524,Dr. Lal PathLabs Ltd,Rahul Sharma,Director,Equity Shares,23500,0,Equity Shares,21000,33733086,Disposal,Equity,2500,0,07 May 2026,08 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
539524,Dr. Lal PathLabs Ltd,Munender Soperna,Designated Person,Equity Shares,39720,0,Equity Shares,1100,1808158,Disposal,Equity,38620,0,08 May 2026,08 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
539524,Dr. Lal PathLabs Ltd,Punit Sharma,Designated Person,Equity Shares,1520,0,Equity Shares,1000,1601039,Disposal,Equity,520,0,05 May 2026,08 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
539524,Dr. Lal PathLabs Ltd,Jai Prakash Meena,Designated Person,Equity Shares,2000,0,Equity Shares,1400,2294684,Disposal,Equity,600,0,08 May 2026,11 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
539524,Dr. Lal PathLabs Ltd,Amit Dewan,Designated Person,Equity Shares,730,0,Equity Shares,730,1197214,Disposal,Equity,0,0,08 May 2026,08 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
533282,Gravita India Ltd,Gravita Employee Welfare Trust,Trust,Equity Shares,975698,1,Equity Shares,700,1262800,Disposal,Equity,974998,1,11 May 2026,11 May 2026,12 May 2026,Market Sale,,,,,,,NSE,12 May 2026
544726,Kotyark Industries Ltd,BHAVINIBEN GAURANG SHAH,Promoter Group,Equity Shares,799543,8,Equity Shares,143200,57944394,Disposal,Equity,656343,6,07 May 2026,08 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
500101,Arvind Ltd,Anurag Badal,Employee,Equity Shares,25100,0,Equity Shares,25000,2917500,Acquisition,Equity,50100,0,11 May 2026,11 May 2026,11 May 2026,ESOS,,,,,,,NA,12 May 2026
500800,Tata Consumer Products Ltd,SIVAKUMAR SIVASANKARAN,KMP,Equity Shares,1736,0,Equity Shares,1736,2184079,Disposal,Equity,0,0,11 May 2026,11 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
500800,Tata Consumer Products Ltd,RISHI GAUTAM,Designated Person,Equity Shares,1928,0,Equity Shares,1928,2416362,Disposal,Equity,0,0,11 May 2026,11 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
530943,Aqylon Nexus Ltd,KURJIBHAI PREMJIBHAI RUPARELIYA,Promoter,Equity Shares,136815762,54,Equity Shares,5088883,259881113,Disposal,Equity,131726879,52,07 May 2026,11 May 2026,11 May 2026,Market Sale,,,,,,,BSE,12 May 2026
542772,360 ONE WAM LTD,Navin Upadhyaya,Designated Person,Equity Shares,57000,0.00,Equity Shares,23000,25631200,Invoke,Equity,57000,0.00,08 May 2026,08 May 2026,11 May 2026,Revocation Of Pledge,,,,,,,NA,12 May 2026
542772,360 ONE WAM LTD,VIPUL MURJI GALA,Designated Person,Equity Shares,1700,0.00,Equity Shares,1200,1345136,Disposal,Equity,500,0.00,07 May 2026,08 May 2026,11 May 2026,Market Sale,,,,,,,NSE,12 May 2026
543932,Ideaforge Technology Ltd,Ezhilan Nanmaran,Designated Person,Equity Shares,13136,0,Equity Shares,14903,5944806,Acquisition,Equity,28039,0,11 May 2026,11 May 2026,11 May 2026,ESOP,,,,,,,NA,12 May 2026
500245,Kirloskar Ferrous Industries Ltd,Raviprakasha Srinivasa Srivatsan,Director,Equity Shares,223000,0,Equity Shares,14000,2198000,Acquisition,Equity,237000,0,07 May 2026,07 May 2026,08 May 2026,ESOS,,,,,,,NA,11 May 2026
500245,Kirloskar Ferrous Industries Ltd,Inturi Chandrasekhar,Employee,Equity Shares,85774,0,Equity Shares,20000,3140000,Acquisition,Equity,105774,0,07 May 2026,07 May 2026,08 May 2026,ESOS,,,,,,,NA,11 May 2026
505283,Kirloskar Pneumatic Company Ltd,MINAR KASHINATH RAVANANK,Employee,Equity Shares,2500,0,Equity Shares,2500,3973495,Disposal,Equity,0,0,07 May 2026,07 May 2026,09 May 2026,Market Sale,,,,,,,NSE,11 May 2026
505283,Kirloskar Pneumatic Company Ltd,SHASHIKANT GAJANAN SHENDAGE,Employee,Equity Shares,2000,0,Equity Shares,1000,1537446,Disposal,Equity,1000,0,06 May 2026,06 May 2026,08 May 2026,Market Sale,,,,,,,NSE,11 May 2026
505283,Kirloskar Pneumatic Company Ltd,PRAVIN TUKARAM NILEKAR,Employee,Equity Shares,3150,0,Equity Shares,3150,4854150,Disposal,Equity,0,0,06 May 2026,06 May 2026,08 May 2026,Market Sale,,,,,,,NSE,11 May 2026
539289,Aurum PropTech Ltd,Aurum RealEstate Developers Limited,Promoter,Equity Shares,36342455,47,Equity Shares,20000,3548777,Acquisition,Equity,36362455,47,11 May 2026,11 May 2026,11 May 2026,Market Purchase,,,,,,,NSE,11 May 2026
539289,Aurum PropTech Ltd,Aurum RealEstate Developers Limited,Promoter,Equity Shares,36342455,47,Equity Shares,20000,3548777,Acquisition,Equity,36362455,47,11 May 2026,11 May 2026,11 May 2026,Market Purchase,,,,,,,NSE,11 May 2026
522101,Kilburn Engineering Ltd,Firstview Trading Private Limited,Promoter,Equity Shares,16088600,30,Equity Shares,300000,127500000,Acquisition,Equity,16388600,30,11 May 2026,11 May 2026,11 May 2026,Conversion of security,,,,,,,NA,11 May 2026
522101,Kilburn Engineering Ltd,Priya Saran Chaudhri,Director,Equity Shares,0,0,Equity Shares,10000,4250000,Acquisition,Equity,10000,0,11 May 2026,11 May 2026,11 May 2026,Conversion of security,,,,,,,NA,11 May 2026
507685,Wipro Ltd,Somanath Ballari Sangappa,Designated Person,Any other instrument,25870,0,Any other instrument,6100,1161975,Disposal,-,19770,0,07 May 2026,07 May 2026,08 May 2026,ESOP,,,,,,,NA,11 May 2026
500378,Jindal Saw Ltd,Samruddhi Employees Trust,Designated Person,Equity Shares,1887140,0,Equity Shares,130063,4643249,Disposal,Equity,1757077,0,05 May 2026,05 May 2026,07 May 2026,Off Market,,,,,,,NA,11 May 2026
514234,Sangam India Ltd,Sangam India  Limited Employees Welfare Trust,Trust,Equity Shares,934293,2,Equity Shares,850,273833,Disposal,Equity,933443,2,06 May 2026,08 May 2026,08 May 2026,ESOP,,,,,,,NSE,09 May 2026
532395,Axiscades Technologies Ltd,Jupiter Capital Private Limited,Promoter,Equity Shares,24682047,58,Equity Shares,52000,110900400,Revoke,Equity,24682047,58,07 May 2026,07 May 2026,08 May 2026,Pledge Released,,,,,,,NA,09 May 2026
532374,Sterlite Technologies Ltd,Ankit Agarwal,Promoter Group,Equity Shares,1558676,0,Equity Shares,93113,33339110,Acquisition,Equity,1651789,0,07 May 2026,07 May 2026,07 May 2026,Market Purchase,,,,,,,NSE,09 May 2026
532374,Sterlite Technologies Ltd,Ankit Agarwal,Promoter Group,Equity Shares,1651789,0,Equity Shares,144700,54399965,Acquisition,Equity,1796489,0,08 May 2026,08 May 2026,08 May 2026,Market Purchase,,,,,,,NSE,09 May 2026
532374,Sterlite Technologies Ltd,Pravin Agarwal,Promoter Group,Equity Shares,860000,0,Equity Shares,230500,86656475,Acquisition,Equity,1090500,0,08 May 2026,08 May 2026,08 May 2026,Market Purchase,,,,,,,NSE,09 May 2026
542772,360 ONE WAM LTD,Sandeep Joshi,Designated Person,Equity Shares,27321,0,Equity Shares,1250,1405500,Disposal,Equity,26071,0,08 May 2026,08 May 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,Samrat Bose,Designated Person,Equity Shares,107000,0,Equity Shares,2000,2220200,Disposal,Equity,105000,0,08 May 2026,08 May 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,Sandeep Joshi,Designated Person,Equity Shares,28321,0,Equity Shares,1000,1106500,Disposal,Equity,27321,0,07 May 2026,07 May 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,NIRAJ KUMAR MURARKA,Designated Person,Equity Shares,5018,0,Equity Shares,5000,5410000,Disposal,Equity,18,0,06 May 2026,06 May 2026,07 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,Ashish Khandkar,Designated Person,Equity Shares,1135,0,Equity Shares,1135,1238853,Disposal,Equity,0,0,06 May 2026,06 May 2026,07 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,Chinmay Joshi,Designated Person,Equity Shares,8226,0,Equity Shares,2200,2413842,Disposal,Equity,6026,0,06 May 2025,07 May 2026,07 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,Anshuman Maheshwary,Designated Person,Equity Shares,105152,0,Equity Shares,7287,7911496,Disposal,Equity,97865,0,06 May 2026,06 May 2026,07 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,Samrat Bose,Designated Person,Equity Shares,110000,0,Equity Shares,3000,3263040,Disposal,Equity,107000,0,06 May 2026,06 May 2026,07 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,Anshuman Maheshwary,Designated Person,Equity Shares,97865,0,Equity Shares,12713,13927727,Disposal,Equity,85152,0,07 May 2026,07 May 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,MALIKA PRASHANT SHARMA,Designated Person,Equity Shares,8600,0,Equity Shares,1500,1643325,Disposal,Equity,7100,0,07 May 2026,07 May 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,Nikunj Kedia,Designated Person,Equity Shares,41948,0,Equity Shares,23000,25237900,Disposal,Equity,18948,0,07 May 2026,07 May 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,Nikunj Kedia,Designated Person,Equity Shares,18948,0,Equity Shares,18948,21261551,Disposal,Equity,0,0,08 May 2026,08 May 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,Sanjay Wadhwa,Designated Person,Equity Shares,17725,0,Equity Shares,5000,5544760,Disposal,Equity,12725,0,07 May 2026,07 May 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,Navin Upadhyaya,Designated Person,Equity Shares,80000,0,Equity Shares,23000,25464910,Disposal,Equity,57000,0,07 May 2026,07 May 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,Anshuman Maheshwary,Designated Person,Equity Shares,180000,0,Equity Shares,180000,191970000,Revoke,Equity,180000,0,04 May 2026,04 May 2026,06 May 2026,Pledge Released,,,,,,,NA,08 May 2026
542772,360 ONE WAM LTD,Amit Garg,Designated Person,Equity Shares,44000,0,Equity Shares,1500,1600500,Disposal,Equity,42500,0,04 May 2026,04 May 2026,06 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,NIRAJ KUMAR MURARKA,Designated Person,Equity Shares,15000,0,Equity Shares,9982,10659279,Disposal,Equity,5018,0,05 May 2026,05 May 2026,07 May 2026,Market Sale,,,,,,,NSE,08 May 2026
542772,360 ONE WAM LTD,VIPUL MURJI GALA,Designated Person,Equity Shares,3033,0,Equity Shares,1333,1427191,Disposal,Equity,1700,0,05 May 2026,06 May 2026,07 May 2026,Market Sale,,,,,,,NSE,08 May 2026
531595,Capri Global Capital Ltd,Narendra Arya,Employee,Equity Shares,24000,0,Equity Shares,17650,3549123,Disposal,Equity,6350,0,08 May 2026,08 May 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
531595,Capri Global Capital Ltd,Narendra Arya,Employee,Equity Shares,24000,0,Equity Shares,17650,3549123,Disposal,Equity,6350,0,08 May 2026,08 May 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
512441,Enbee Trade & Finance Ltd,BHARATHI NARENDRA GALA,Promoter Group,Equity Shares,39706810,6,Equity Shares,39706810,39706810,Disposal,Equity,0,0,07 May 2026,07 May 2026,08 May 2026,Inter-se Transfer,,,,,,,BSE,08 May 2026
512441,Enbee Trade & Finance Ltd,AMARR NARENDRA GALLA,Promoter & Director,Equity Shares,42000000,6,Equity Shares,128451820,128451820,Acquisition,Equity,170451820,24,04 May 2026,07 May 2026,08 May 2026,Inter-se Transfer,,,,,,,BSE,08 May 2026
500033,Force Motors Ltd-$,Mukesh Mangalbhai Patel,Director,Equity Shares,0,0,Equity Shares,130,2721979,Acquisition,Equity,130,0,07 May 2026,07 May 2026,08 May 2026,Market Purchase,,,,,,,NSE,08 May 2026
540376,Avenue Supermarts Ltd,Mangesh Ghorpade,Designated Person,Equity Shares,2350,0,Equity Shares,2350,10415670,Pledge,Equity,2350,0,06 May 2026,06 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,08 May 2026
540376,Avenue Supermarts Ltd,K S Balaji,Designated Person,Equity Shares,105400,0,Equity Shares,67200,297830400,Pledge,Equity,105400,0,06 May 2026,06 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,08 May 2026
540376,Avenue Supermarts Ltd,K S Balaji,Designated Person,Equity Shares,105400,0,Equity Shares,12500,55013250,Invoke,Equity,92900,0,07 May 2026,07 May 2026,08 May 2026,Invocation Of Pledged,,,,,,,NA,08 May 2026
540376,Avenue Supermarts Ltd,Santosh Nagnath Kadam,Designated Person,Equity Shares,4250,0,Equity Shares,2000,8770900,Pledge,Equity,4250,0,06 May 2026,06 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,08 May 2026
540376,Avenue Supermarts Ltd,Parag B Lokhande,Designated Person,Equity Shares,132800,0,Equity Shares,22400,98560000,Pledge,Equity,132800,0,06 May 2026,06 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,08 May 2026
540376,Avenue Supermarts Ltd,Jaideep Suresh Soman,Designated Person,Equity Shares,175006,0,Equity Shares,67200,297840480,Pledge,Equity,175006,0,06 May 2026,06 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,08 May 2026
540376,Avenue Supermarts Ltd,Ravi Prakash Sharma,Designated Person,Equity Shares,193300,0,Equity Shares,30000,132390000,Pledge,Equity,193300,0,08 May 2026,08 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,08 May 2026
540376,Avenue Supermarts Ltd,Sanjay Narayan Kadam,Designated Person,Equity Shares,24874,0,Equity Shares,10500,46538100,Pledge,Equity,24874,0,06 May 2026,06 May 2026,07 May 2026,Creation Of Pledge,,,,,,,NA,08 May 2026
540376,Avenue Supermarts Ltd,Rupesh Manik Khair,Designated Person,Equity Shares,3490,0,Equity Shares,2340,10370880,Pledge,Equity,3490,0,06 May 2026,06 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,08 May 2026
540376,Avenue Supermarts Ltd,Vijay Sahadeo Chikane,Designated Person,Equity Shares,3501,0,Equity Shares,3240,14359680,Pledge,Equity,3501,0,06 May 2026,06 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,08 May 2026
540376,Avenue Supermarts Ltd,Ravi Prakash Sharma,Designated Person,Equity Shares,193300,0,Equity Shares,27600,122323200,Pledge,Equity,193300,0,06 May 2026,06 May 2026,08 May 2026,Creation Of Pledge,,,,,,,NA,08 May 2026
532525,Bank of Maharashtra,Sashanka Sekhar Sahu,Designated Person,Equity Shares,11950,0,Equity Shares,11950,798345,Disposal,Equity,0,0,20 Jan 2026,17 Mar 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
532525,Bank of Maharashtra,S. Natrajan Iyer Sambasevan,Designated Person,Equity Shares,5735,0,Equity Shares,1685,110299,Disposal,Equity,4050,0,20 Jan 2026,17 Mar 2026,08 May 2026,Market Sale,,,,,,,BSE,08 May 2026
532525,Bank of Maharashtra,S. Natrajan Iyer Sambasevan,Designated Person,Equity Shares,4685,0,Equity Shares,1050,66571,Acquisition,Equity,5735,0,20 Jan 2026,17 Mar 2026,08 May 2026,Market Purchase,,,,,,,BSE,08 May 2026
532525,Bank of Maharashtra,S. Natrajan Iyer Sambasevan,Designated Person,Equity Shares,11185,0,Equity Shares,6500,428035,Disposal,Equity,4685,0,20 Jan 2026,17 Mar 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
532525,Bank of Maharashtra,Sashanka Sekhar Sahu,Designated Person,Equity Shares,0,0,Equity Shares,3400,218222,Acquisition,Equity,3400,0,09 Mar 2026,30 Mar 2026,08 May 2026,Market Purchase,,,,,,,NSE,08 May 2026
532525,Bank of Maharashtra,S. Natrajan Iyer Sambasevan,Designated Person,Equity Shares,0,0,Equity Shares,11185,731976,Acquisition,Equity,11185,0,20 Jan 2026,13 Mar 2026,08 May 2026,Market Purchase,,,,,,,NSE,08 May 2026
532525,Bank of Maharashtra,Shirish Salway,Designated Person,Equity Shares,30000,0,Equity Shares,20000,1244391,Disposal,Equity,10000,0,23 Mar 2026,23 Mar 2026,08 May 2026,Market Sale,,,,,,,BSE,08 May 2026
521244,MKP Mobility Ltd,Aanjan Jitesh Patodia,Promoters Immediate Relative,Equity Shares,43217,1.00,Equity Shares,540696,0,Acquisition,Equity,583913,17.00,04 May 2026,04 May 2026,06 May 2026,Inter-se Transfer,,,,,,,BSE,08 May 2026
521244,MKP Mobility Ltd,Jitesh Mahendrakumar Patodia,Promoters Immediate Relative,Equity Shares,1743658,51.00,Equity Shares,540696,0,Disposal,Equity,1202962,35.00,04 May 2026,04 May 2026,06 May 2026,Inter-se Transfer,,,,,,,BSE,08 May 2026
532281,HCL Technologies Ltd,Harekrishna Rajagopalachar Sadarahalli,Designated Person,Equity Shares,30400,0,Equity Shares,10000,12005000,Disposal,Equity,20400,0,05 May 2026,05 May 2026,07 May 2026,Market Sale,,,,,,,NSE,08 May 2026
532022,Filatex Fashions Ltd,PRABHAT SETHIA,Promoter & Director,Equity Shares,566328327,7,Equity Shares,14558108,2292597,Disposal,Equity,551770219,7,18 Mar 2026,18 Mar 2026,08 May 2026,Market Sale,,,,,,,BSE,08 May 2026
532022,Filatex Fashions Ltd,PRABHAT SETHIA,Promoter & Director,Equity Shares,551770219,7,Equity Shares,23101209,3654430,Disposal,Equity,528669010,6,20 Mar 2026,20 Mar 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
532022,Filatex Fashions Ltd,PRABHAT SETHIA,Promoter & Director,Equity Shares,528669010,6,Equity Shares,6562233,1038041,Disposal,Equity,522106777,6,20 Mar 2026,20 Mar 2026,08 May 2026,Market Sale,,,,,,,BSE,08 May 2026
532022,Filatex Fashions Ltd,PRABHAT SETHIA,Promoter & Director,Equity Shares,522106777,6,Equity Shares,44561499,6598366,Disposal,Equity,477545278,6,25 Mar 2026,25 Mar 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
532022,Filatex Fashions Ltd,PRABHAT SETHIA,Promoter & Director,Equity Shares,760060903,9,Equity Shares,3399997,605850,Disposal,Equity,756660906,9,13 Mar 2026,13 Mar 2026,08 May 2026,Market Sale,,,,,,,BSE,08 May 2026
532022,Filatex Fashions Ltd,PRABHAT SETHIA,Promoter & Director,Equity Shares,477545278,6,Equity Shares,15798367,2340582,Disposal,Equity,461746911,6,25 Mar 2026,25 Mar 2026,08 May 2026,Market Sale,,,,,,,BSE,08 May 2026
532022,Filatex Fashions Ltd,PRABHAT SETHIA,Promoter & Director,Equity Shares,461746911,6,Equity Shares,36000000,4974922,Disposal,Equity,425746911,5,27 Mar 2026,27 Mar 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
532022,Filatex Fashions Ltd,PRABHAT SETHIA,Promoter & Director,Equity Shares,844581858,10,Equity Shares,14500000,2715716,Disposal,Equity,830081858,10,11 Mar 2026,11 Mar 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
532022,Filatex Fashions Ltd,PRABHAT SETHIA,Promoter & Director,Equity Shares,860739425,10,Equity Shares,16157567,3040657,Disposal,Equity,844581858,10,10 Mar 2026,10 Mar 2026,08 May 2026,Market Sale,,,,,,,BSE,08 May 2026
532022,Filatex Fashions Ltd,PRABHAT SETHIA,Promoter & Director,Equity Shares,884581858,11,Equity Shares,23842433,4486966,Disposal,Equity,860739425,10,10 Mar 2026,10 Mar 2026,08 May 2026,Market Sale,,,,,,,NSE,08 May 2026
